show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s409,TV Show,Never Have I Ever: Season 5,Bong Joon-ho,"Tom Hanks, Meryl Streep, Brad Pitt",United States,"October 18, 2020",2013,TV-MA,5 Seasons,"Stand-Up Comedy, Crime TV Shows",A visually stunning piece that captivates with its unique perspective.
s410,TV Show,Outer Banks: Season 1,Martin Scorsese,"Scarlett Johansson, Denzel Washington, Morgan Freeman",United States,"November 8, 2017",2017,G,1 Season,"Reality TV, Comedies, Dramas",A gripping tale that explores complex characters through unexpected twists.
s411,TV Show,Mindhunter: Season 5,Quentin Tarantino,"Emma Stone, Meryl Streep, Viola Davis, Angelina Jolie, Ryan Gosling",United Kingdom,"October 13, 2018",2017,R,5 Seasons,"Crime TV Shows, Romantic Movies, Children & Family Movies",An emotional journey that resonates with viewers around the world.
s412,Movie,Inception,Spike Lee,"Viola Davis, Tom Hanks",United Kingdom,"August 1, 2016",2014,TV-PG,111 min,Horror Movies,An emotional journey that resonates with viewers around the world.
s413,Movie,Marriage Story: Part 3,Quentin Tarantino,"Ryan Gosling, Meryl Streep, Morgan Freeman, Cate Blanchett, Tom Hanks",South Korea,"February 4, 2021",2019,PG,88 min,International Movies,A thought-provoking narrative exploring themes of identity and redemption.
s414,Movie,Gladiator,Guillermo del Toro,"Cate Blanchett, Meryl Streep",United States,"September 6, 2020",2018,G,98 min,"Horror Movies, Thrillers, Romantic Movies",An emotional journey that resonates with viewers around the world.
s415,Movie,The Dark Knight: Part 3,Spike Lee,"Cate Blanchett, Viola Davis, Ryan Gosling, Angelina Jolie, Tom Hanks",Germany,"February 24, 2017",2014,TV-MA,80 min,"Dramas, Crime TV Shows, Reality TV",A thought-provoking narrative exploring themes of identity and redemption.
s416,Movie,Roma,Bong Joon-ho,"Ryan Gosling, Tom Hanks, Emma Stone, Denzel Washington",United States,"November 15, 2019",2013,TV-14,170 min,"Drama TV Shows, Comedies",A gripping tale that explores complex characters through unexpected twists.
s417,TV Show,Never Have I Ever: Season 1,Christopher Nolan,"Ryan Gosling, Morgan Freeman, Brad Pitt, Tom Hanks, Viola Davis",United States,"October 8, 2018",2016,TV-MA,1 Season,"Comedies, Children & Family Movies, Action & Adventure",A visually stunning piece that captivates with its unique perspective.
s418,Movie,Bird Box,Sofia Coppola,"Morgan Freeman, Ryan Gosling, Scarlett Johansson, Leonardo DiCaprio",Spain,"May 23, 2021",2017,PG-13,156 min,"Stand-Up Comedy, Documentaries, Crime TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s419,Movie,Silence of Lambs,Ava DuVernay,"Cate Blanchett, Meryl Streep",United States,"May 9, 2018",2002,TV-14,173 min,"Comedies, Stand-Up Comedy, Documentaries",A visually stunning piece that captivates with its unique perspective.
s420,TV Show,House of Cards: Season 4,David Fincher,"Leonardo DiCaprio, Denzel Washington, Tom Hanks, Emma Stone, Ryan Gosling",Mexico,"May 22, 2021",2017,TV-PG,4 Seasons,"Horror Movies, Dramas",An emotional journey that resonates with viewers around the world.
s421,Movie,The Old Guard,Guillermo del Toro,"Scarlett Johansson, Morgan Freeman, Cate Blanchett, Ryan Gosling",Japan,"July 9, 2020",2019,TV-MA,179 min,Stand-Up Comedy,A thought-provoking narrative exploring themes of identity and redemption.
s422,Movie,Inception: Part 2,Guillermo del Toro,"Leonardo DiCaprio, Cate Blanchett, Scarlett Johansson",Australia,"September 9, 2019",2018,TV-14,135 min,"Comedies, Stand-Up Comedy",A gripping tale that explores complex characters through unexpected twists.
s423,TV Show,Peaky Blinders: Season 6,Steven Spielberg,"Brad Pitt, Emma Stone, Angelina Jolie, Scarlett Johansson",Germany,"May 1, 2017",2016,TV-14,6 Seasons,Thrillers,A visually stunning piece that captivates with its unique perspective.
s424,TV Show,Better Call Saul: Season 6,Christopher Nolan,"Ryan Gosling, Angelina Jolie, Leonardo DiCaprio, Emma Stone",Mexico,"February 12, 2019",2018,NC-17,6 Seasons,"Kids TV, Romantic Movies",An award-winning production that redefines storytelling in modern cinema.
s425,Movie,Malcolm and Marie: Part 2,Guillermo del Toro,"Angelina Jolie, Ryan Gosling",United States,"September 7, 2015",2010,R,132 min,"Romantic Movies, Comedies",A visually stunning piece that captivates with its unique perspective.
s426,Movie,Oxygen,Spike Lee,"Emma Stone, Ryan Gosling",India,"February 17, 2019",2019,TV-MA,158 min,Kids TV,A visually stunning piece that captivates with its unique perspective.
s427,Movie,The Dark Knight,David Fincher,"Morgan Freeman, Meryl Streep, Viola Davis, Tom Hanks, Denzel Washington",India,"September 28, 2016",2013,TV-14,102 min,"Drama TV Shows, Comedies, Crime TV Shows",An award-winning production that redefines storytelling in modern cinema.
s428,Movie,The Irishman,Steven Spielberg,"Ryan Gosling, Emma Stone, Scarlett Johansson",India,"September 18, 2018",2018,R,127 min,"Romantic Movies, Reality TV, Documentaries",A visually stunning piece that captivates with its unique perspective.
s429,Movie,The Matrix,Steven Spielberg,"Viola Davis, Denzel Washington, Ryan Gosling, Leonardo DiCaprio, Brad Pitt",United States,"April 23, 2019",2019,TV-PG,111 min,"Thrillers, Action & Adventure, Drama TV Shows",A visually stunning piece that captivates with its unique perspective.
s430,Movie,Black Panther,Bong Joon-ho,"Ryan Gosling, Angelina Jolie, Brad Pitt, Morgan Freeman",United States,"January 7, 2016",2016,TV-14,142 min,International Movies,A thought-provoking narrative exploring themes of identity and redemption.
s431,Movie,Chicago 7,Sofia Coppola,"Viola Davis, Morgan Freeman",South Korea,"June 14, 2018",2016,TV-14,124 min,"Dramas, Stand-Up Comedy",An emotional journey that resonates with viewers around the world.
s432,Movie,Goodfellas,Sofia Coppola,"Tom Hanks, Emma Stone",India,"April 27, 2018",2018,PG-13,108 min,Stand-Up Comedy,An award-winning production that redefines storytelling in modern cinema.
s433,TV Show,The Umbrella Academy: Season 3,Bong Joon-ho,"Viola Davis, Angelina Jolie, Leonardo DiCaprio, Scarlett Johansson, Brad Pitt",United States,"December 25, 2020",2002,TV-MA,3 Seasons,Thrillers,A thought-provoking narrative exploring themes of identity and redemption.
s434,Movie,Avengers Endgame,,"Scarlett Johansson, Cate Blanchett",India,"November 26, 2021",2021,TV-MA,105 min,Thrillers,An award-winning production that redefines storytelling in modern cinema.
s435,TV Show,You,Spike Lee,"Morgan Freeman, Cate Blanchett",United States,"September 6, 2021",2021,TV-14,6 Seasons,"Reality TV, Action & Adventure",A visually stunning piece that captivates with its unique perspective.
s436,Movie,The Old Guard,,"Angelina Jolie, Leonardo DiCaprio, Morgan Freeman, Emma Stone, Cate Blanchett",United States,"January 28, 2021",2020,TV-MA,108 min,"Drama TV Shows, Action & Adventure",An award-winning production that redefines storytelling in modern cinema.
s437,Movie,Bird Box,Steven Spielberg,"Emma Stone, Tom Hanks, Cate Blanchett, Morgan Freeman",India,"April 13, 2016",2015,TV-PG,92 min,Comedies,An award-winning production that redefines storytelling in modern cinema.
s438,TV Show,House of Cards: Season 6,Bong Joon-ho,"Brad Pitt, Leonardo DiCaprio, Cate Blanchett",United Kingdom,"July 22, 2018",2016,R,6 Seasons,Kids TV,A visually stunning piece that captivates with its unique perspective.
s439,Movie,The Godfather: Part 2,David Fincher,"Meryl Streep, Emma Stone",South Korea,"December 9, 2020",2016,R,94 min,Horror Movies,A thought-provoking narrative exploring themes of identity and redemption.
s440,TV Show,Better Call Saul,Spike Lee,"Leonardo DiCaprio, Tom Hanks, Scarlett Johansson",United Kingdom,"February 13, 2015",2011,TV-MA,4 Seasons,Dramas,An emotional journey that resonates with viewers around the world.
s441,Movie,Roma,,"Brad Pitt, Tom Hanks, Scarlett Johansson, Meryl Streep, Viola Davis",Brazil,"January 6, 2021",2001,R,178 min,"Dramas, International Movies, Crime TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s442,TV Show,Sweet Tooth: Season 5,Guillermo del Toro,"Denzel Washington, Tom Hanks, Meryl Streep, Viola Davis, Cate Blanchett",India,"April 16, 2019",2017,R,5 Seasons,Action & Adventure,A thought-provoking narrative exploring themes of identity and redemption.
s443,TV Show,Sweet Tooth,Quentin Tarantino,"Brad Pitt, Meryl Streep, Tom Hanks, Leonardo DiCaprio, Viola Davis",Mexico,"March 4, 2018",2012,PG-13,1 Season,"Anime Series, Dramas, Horror Movies",An award-winning production that redefines storytelling in modern cinema.
s444,Movie,Malcolm and Marie,Alfonso Cuaron,"Angelina Jolie, Brad Pitt, Meryl Streep, Morgan Freeman, Emma Stone",India,"February 6, 2021",2011,TV-MA,137 min,Reality TV,A thought-provoking narrative exploring themes of identity and redemption.
s445,TV Show,Peaky Blinders,Alfonso Cuaron,"Tom Hanks, Cate Blanchett, Meryl Streep, Viola Davis",United States,"November 16, 2019",2018,TV-14,5 Seasons,"Crime TV Shows, Children & Family Movies, Dramas",A gripping tale that explores complex characters through unexpected twists.
s446,Movie,Silence of Lambs,Ava DuVernay,"Leonardo DiCaprio, Ryan Gosling",Nigeria,"May 20, 2019",2015,NC-17,140 min,Reality TV,An award-winning production that redefines storytelling in modern cinema.
s447,Movie,Project Power,Bong Joon-ho,"Ryan Gosling, Angelina Jolie, Scarlett Johansson",South Korea,"May 1, 2021",2006,R,158 min,"Drama TV Shows, Crime TV Shows",An emotional journey that resonates with viewers around the world.
s448,Movie,Silence of Lambs,Alfonso Cuaron,"Denzel Washington, Viola Davis, Brad Pitt, Cate Blanchett",Canada,"November 22, 2020",2018,TV-PG,88 min,"Crime TV Shows, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s449,Movie,Gladiator,Quentin Tarantino,"Viola Davis, Morgan Freeman, Scarlett Johansson",India,"April 26, 2017",2014,G,149 min,"Drama TV Shows, Documentaries",An award-winning production that redefines storytelling in modern cinema.
s450,Movie,Shawshank Redemption: Part 3,Quentin Tarantino,"Cate Blanchett, Viola Davis, Angelina Jolie",India,"July 18, 2018",2017,TV-14,155 min,"Romantic Movies, Documentaries, Comedies",A gripping tale that explores complex characters through unexpected twists.
s451,TV Show,The Crown: Season 3,Alfonso Cuaron,"Scarlett Johansson, Brad Pitt, Morgan Freeman, Angelina Jolie, Meryl Streep",Italy,"January 19, 2019",2012,R,3 Seasons,"Children & Family Movies, Stand-Up Comedy",An award-winning production that redefines storytelling in modern cinema.
s452,Movie,Project Power,Ava DuVernay,"Meryl Streep, Emma Stone",United States,"June 11, 2020",2020,R,82 min,"Anime Series, Reality TV",A thought-provoking narrative exploring themes of identity and redemption.
s453,TV Show,House of Cards,Sofia Coppola,"Ryan Gosling, Angelina Jolie, Cate Blanchett, Meryl Streep, Denzel Washington",Canada,"February 10, 2020",2014,TV-14,2 Seasons,"Anime Series, Children & Family Movies",A thought-provoking narrative exploring themes of identity and redemption.
s454,Movie,Army of the Dead,,"Cate Blanchett, Scarlett Johansson",France,"May 7, 2015",2005,R,126 min,"Kids TV, Crime TV Shows",An award-winning production that redefines storytelling in modern cinema.
s455,Movie,Marriage Story: Part 3,Denis Villeneuve,"Brad Pitt, Angelina Jolie, Meryl Streep, Viola Davis, Ryan Gosling",Mexico,"October 15, 2016",2008,TV-14,135 min,International Movies,A visually stunning piece that captivates with its unique perspective.
s456,TV Show,Squid Game: Season 6,Steven Spielberg,"Emma Stone, Meryl Streep, Tom Hanks",India,"August 6, 2015",2008,R,6 Seasons,"International Movies, Documentaries, Drama TV Shows",An emotional journey that resonates with viewers around the world.
s457,Movie,The Dark Knight,David Fincher,"Viola Davis, Meryl Streep, Denzel Washington, Angelina Jolie, Tom Hanks",India,"August 22, 2018",2017,NC-17,121 min,"Kids TV, International Movies",An award-winning production that redefines storytelling in modern cinema.
s458,TV Show,The Umbrella Academy: Season 2,Spike Lee,"Cate Blanchett, Scarlett Johansson, Viola Davis",United States,"March 19, 2018",2015,PG-13,2 Seasons,Dramas,A visually stunning piece that captivates with its unique perspective.
s459,TV Show,Never Have I Ever: Season 2,Quentin Tarantino,"Brad Pitt, Viola Davis",Japan,"January 20, 2021",2004,PG,2 Seasons,"Stand-Up Comedy, Reality TV",A gripping tale that explores complex characters through unexpected twists.
s460,TV Show,Ozark,Sofia Coppola,"Cate Blanchett, Angelina Jolie, Viola Davis, Morgan Freeman",United Kingdom,"October 9, 2016",2015,TV-Y,4 Seasons,"Horror Movies, Action & Adventure",An award-winning production that redefines storytelling in modern cinema.
s461,Movie,Thunder Force,,"Morgan Freeman, Scarlett Johansson, Cate Blanchett, Brad Pitt, Tom Hanks",United States,"January 28, 2015",2015,NC-17,140 min,Thrillers,A visually stunning piece that captivates with its unique perspective.
s462,TV Show,Mindhunter: Season 5,,"Ryan Gosling, Brad Pitt",Australia,"April 12, 2017",2008,PG-13,5 Seasons,"Thrillers, International Movies, Anime Series",An award-winning production that redefines storytelling in modern cinema.
s463,TV Show,Lupin,Guillermo del Toro,"Denzel Washington, Tom Hanks",United Kingdom,"December 8, 2016",2013,TV-14,2 Seasons,"Children & Family Movies, Action & Adventure",A gripping tale that explores complex characters through unexpected twists.
s464,Movie,Roma: Part 2,,"Ryan Gosling, Angelina Jolie, Emma Stone, Denzel Washington",India,"August 22, 2020",2018,PG,165 min,"Drama TV Shows, Thrillers",An award-winning production that redefines storytelling in modern cinema.
s465,TV Show,Squid Game: Season 4,Denis Villeneuve,"Morgan Freeman, Scarlett Johansson",United States,"July 2, 2017",2010,TV-14,4 Seasons,"Crime TV Shows, Anime Series",A thought-provoking narrative exploring themes of identity and redemption.
s466,Movie,Project Power,Ava DuVernay,"Emma Stone, Angelina Jolie, Cate Blanchett, Viola Davis",India,"July 21, 2020",2019,TV-MA,137 min,Crime TV Shows,An emotional journey that resonates with viewers around the world.
s467,TV Show,The Queens Gambit,David Fincher,"Angelina Jolie, Scarlett Johansson, Brad Pitt, Meryl Streep",India,"June 28, 2020",2014,TV-14,5 Seasons,"Comedies, Horror Movies",A gripping tale that explores complex characters through unexpected twists.
s468,Movie,Thunder Force,Alfonso Cuaron,"Angelina Jolie, Brad Pitt, Morgan Freeman, Meryl Streep, Cate Blanchett",United States,"May 17, 2020",2018,TV-MA,104 min,"Comedies, Documentaries",A thought-provoking narrative exploring themes of identity and redemption.
s469,Movie,Silence of Lambs,Sofia Coppola,"Viola Davis, Meryl Streep, Brad Pitt, Denzel Washington",United States,"October 18, 2018",2017,R,125 min,"Drama TV Shows, International Movies",A visually stunning piece that captivates with its unique perspective.
s470,Movie,Army of the Dead,Steven Spielberg,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio, Emma Stone",United States,"July 24, 2015",2008,R,139 min,"Comedies, Crime TV Shows",A gripping tale that explores complex characters through unexpected twists.
s471,Movie,Inception,Guillermo del Toro,"Emma Stone, Leonardo DiCaprio, Brad Pitt, Ryan Gosling",Brazil,"January 13, 2021",2021,TV-MA,170 min,"Crime TV Shows, Horror Movies, Drama TV Shows",A thought-provoking narrative exploring themes of identity and redemption.
s472,Movie,Fight Club,,"Emma Stone, Denzel Washington, Meryl Streep",Italy,"June 25, 2019",2006,PG-13,105 min,"Romantic Movies, Dramas",A gripping tale that explores complex characters through unexpected twists.
s473,Movie,Schindlers List,Guillermo del Toro,"Scarlett Johansson, Meryl Streep, Morgan Freeman",United States,"October 28, 2021",2019,PG-13,119 min,"Thrillers, Anime Series, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s474,TV Show,Peaky Blinders: Season 1,Quentin Tarantino,"Brad Pitt, Scarlett Johansson, Meryl Streep",Mexico,"March 26, 2021",2020,TV-MA,1 Season,Thrillers,A visually stunning piece that captivates with its unique perspective.
s475,Movie,Project Power,Guillermo del Toro,"Cate Blanchett, Viola Davis, Emma Stone, Denzel Washington, Ryan Gosling",Canada,"May 5, 2019",2019,PG,126 min,Crime TV Shows,A thought-provoking narrative exploring themes of identity and redemption.
s476,TV Show,Emily in Paris: Season 6,Quentin Tarantino,"Ryan Gosling, Scarlett Johansson, Morgan Freeman",Turkey,"July 21, 2018",2017,PG,6 Seasons,"Crime TV Shows, Horror Movies",A thought-provoking narrative exploring themes of identity and redemption.
s477,Movie,The Irishman,Spike Lee,"Morgan Freeman, Cate Blanchett, Meryl Streep, Ryan Gosling",India,"January 13, 2020",2014,PG-13,163 min,Drama TV Shows,A gripping tale that explores complex characters through unexpected twists.
s478,TV Show,Peaky Blinders: Season 1,Guillermo del Toro,"Meryl Streep, Cate Blanchett, Angelina Jolie",Mexico,"June 18, 2018",2013,TV-MA,1 Season,"Thrillers, Dramas",A gripping tale that explores complex characters through unexpected twists.
s479,Movie,The Matrix: Part 2,Alfonso Cuaron,"Cate Blanchett, Ryan Gosling",United Kingdom,"June 15, 2021",2013,TV-Y,137 min,"International Movies, Documentaries, Kids TV",A gripping tale that explores complex characters through unexpected twists.
s480,Movie,Roma,Steven Spielberg,"Cate Blanchett, Brad Pitt, Angelina Jolie, Denzel Washington, Tom Hanks",Mexico,"September 15, 2019",2019,TV-14,146 min,"Horror Movies, Documentaries",An award-winning production that redefines storytelling in modern cinema.
s481,Movie,Saving Private Ryan,,"Leonardo DiCaprio, Viola Davis, Tom Hanks, Morgan Freeman",United Kingdom,"September 26, 2021",2016,PG-13,99 min,Thrillers,A gripping tale that explores complex characters through unexpected twists.
s482,Movie,The Old Guard,Christopher Nolan,"Meryl Streep, Brad Pitt, Tom Hanks, Leonardo DiCaprio, Emma Stone",South Korea,"December 22, 2017",2006,NC-17,124 min,Comedies,An award-winning production that redefines storytelling in modern cinema.
s483,Movie,Forrest Gump: Part 3,Steven Spielberg,"Brad Pitt, Ryan Gosling, Viola Davis",India,"May 18, 2018",2003,PG,127 min,"Drama TV Shows, Reality TV",A visually stunning piece that captivates with its unique perspective.
s484,Movie,Project Power,Christopher Nolan,"Ryan Gosling, Brad Pitt, Leonardo DiCaprio, Denzel Washington",Italy,"November 22, 2021",2020,R,109 min,"Horror Movies, International Movies",An emotional journey that resonates with viewers around the world.
s485,Movie,Oxygen,Bong Joon-ho,"Meryl Streep, Morgan Freeman, Scarlett Johansson",France,"March 7, 2020",2013,TV-14,95 min,"Dramas, Anime Series, Children & Family Movies",An award-winning production that redefines storytelling in modern cinema.
s486,Movie,The Dark Knight,Spike Lee,"Tom Hanks, Brad Pitt, Leonardo DiCaprio, Viola Davis",United States,"August 8, 2021",2017,R,149 min,"Reality TV, Crime TV Shows, Documentaries",A thought-provoking narrative exploring themes of identity and redemption.
s487,Movie,Goodfellas,,"Denzel Washington, Ryan Gosling, Emma Stone, Angelina Jolie",Germany,"January 24, 2017",2016,TV-MA,155 min,"Dramas, Horror Movies",An award-winning production that redefines storytelling in modern cinema.
s488,TV Show,The Witcher: Season 5,,"Denzel Washington, Ryan Gosling, Emma Stone",Brazil,"February 20, 2020",2010,TV-MA,5 Seasons,Children & Family Movies,A thought-provoking narrative exploring themes of identity and redemption.
s489,TV Show,You,Quentin Tarantino,"Morgan Freeman, Scarlett Johansson, Meryl Streep, Denzel Washington, Tom Hanks",Turkey,"February 24, 2021",2009,PG-13,1 Season,"Stand-Up Comedy, Drama TV Shows, Action & Adventure",A gripping tale that explores complex characters through unexpected twists.
s490,Movie,Interstellar,,"Scarlett Johansson, Morgan Freeman, Leonardo DiCaprio, Angelina Jolie",Germany,"June 10, 2020",2014,TV-14,175 min,"Romantic Movies, Thrillers",An emotional journey that resonates with viewers around the world.
s491,Movie,The Old Guard,Guillermo del Toro,"Angelina Jolie, Viola Davis",United States,"June 9, 2015",2010,TV-PG,118 min,"Children & Family Movies, Comedies",A gripping tale that explores complex characters through unexpected twists.
s492,Movie,Avengers Endgame: Part 3,Martin Scorsese,"Cate Blanchett, Viola Davis, Ryan Gosling, Brad Pitt, Tom Hanks",United States,"April 26, 2019",2017,TV-14,104 min,Thrillers,An emotional journey that resonates with viewers around the world.
s493,Movie,Inception,Spike Lee,"Emma Stone, Ryan Gosling, Morgan Freeman",Spain,"August 24, 2017",2017,TV-MA,165 min,Anime Series,An award-winning production that redefines storytelling in modern cinema.
s494,TV Show,The Queens Gambit: Season 1,Christopher Nolan,"Tom Hanks, Ryan Gosling, Leonardo DiCaprio, Angelina Jolie, Brad Pitt",South Korea,"August 2, 2015",2013,TV-MA,1 Season,"Romantic Movies, Reality TV, Documentaries",A thought-provoking narrative exploring themes of identity and redemption.
s495,Movie,Inception,Steven Spielberg,"Morgan Freeman, Angelina Jolie, Emma Stone",Japan,"July 26, 2020",2019,R,178 min,"Action & Adventure, Horror Movies",An emotional journey that resonates with viewers around the world.
s496,Movie,Oxygen,Christopher Nolan,"Morgan Freeman, Viola Davis, Scarlett Johansson, Denzel Washington, Emma Stone",Brazil,"September 13, 2016",2008,R,76 min,Children & Family Movies,A gripping tale that explores complex characters through unexpected twists.
s497,Movie,The Godfather,Ava DuVernay,"Viola Davis, Emma Stone, Ryan Gosling, Cate Blanchett, Angelina Jolie",India,"September 9, 2018",2004,G,147 min,"Thrillers, Stand-Up Comedy",A visually stunning piece that captivates with its unique perspective.
s498,TV Show,Breaking Bad: Season 5,Christopher Nolan,"Angelina Jolie, Morgan Freeman, Meryl Streep",Japan,"July 26, 2018",2000,R,5 Seasons,"Horror Movies, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s499,Movie,Saving Private Ryan,Ava DuVernay,"Brad Pitt, Tom Hanks, Emma Stone",Turkey,"August 7, 2019",2019,G,148 min,"Thrillers, Children & Family Movies",A thought-provoking narrative exploring themes of identity and redemption.
s500,TV Show,Breaking Bad: Season 4,Martin Scorsese,"Brad Pitt, Scarlett Johansson",United States,"November 27, 2016",2012,TV-14,4 Seasons,Documentaries,An emotional journey that resonates with viewers around the world.
s501,Movie,Avengers Endgame: Part 2,Ava DuVernay,"Tom Hanks, Cate Blanchett, Denzel Washington, Brad Pitt",United Kingdom,"December 28, 2021",2019,TV-14,118 min,"Stand-Up Comedy, International Movies, Drama TV Shows",An award-winning production that redefines storytelling in modern cinema.
s502,Movie,Army of the Dead,Ava DuVernay,"Viola Davis, Brad Pitt, Angelina Jolie, Tom Hanks",United States,"June 2, 2020",2018,TV-PG,102 min,"Documentaries, Reality TV",A thought-provoking narrative exploring themes of identity and redemption.
s503,TV Show,The Crown: Season 6,Bong Joon-ho,"Morgan Freeman, Brad Pitt, Emma Stone, Ryan Gosling, Leonardo DiCaprio",Australia,"November 28, 2021",2016,TV-MA,6 Seasons,"International Movies, Children & Family Movies, Stand-Up Comedy",A thought-provoking narrative exploring themes of identity and redemption.
s504,TV Show,Breaking Bad: Season 1,Martin Scorsese,"Cate Blanchett, Emma Stone",United States,"October 21, 2021",2014,TV-PG,1 Season,"Action & Adventure, International Movies",An award-winning production that redefines storytelling in modern cinema.
s505,Movie,Extraction: Part 2,Bong Joon-ho,"Leonardo DiCaprio, Meryl Streep, Denzel Washington, Cate Blanchett, Morgan Freeman",Nigeria,"March 28, 2018",2010,R,175 min,"Children & Family Movies, Crime TV Shows",An emotional journey that resonates with viewers around the world.
s506,TV Show,The Crown: Season 4,Bong Joon-ho,"Meryl Streep, Scarlett Johansson, Brad Pitt, Denzel Washington",Mexico,"January 20, 2016",2012,PG-13,4 Seasons,Comedies,An award-winning production that redefines storytelling in modern cinema.
s507,TV Show,Orange Is the New Black: Season 5,David Fincher,"Morgan Freeman, Denzel Washington, Emma Stone",Brazil,"December 28, 2021",2021,TV-Y,5 Seasons,International Movies,A visually stunning piece that captivates with its unique perspective.
s508,Movie,Black Panther,Denis Villeneuve,"Cate Blanchett, Emma Stone, Denzel Washington, Meryl Streep, Leonardo DiCaprio",Japan,"November 13, 2021",2011,TV-PG,164 min,"Romantic Movies, International Movies",A thought-provoking narrative exploring themes of identity and redemption.
s509,Movie,Chicago 7,Spike Lee,"Tom Hanks, Cate Blanchett, Scarlett Johansson",Italy,"July 7, 2020",2020,PG-13,175 min,"Thrillers, Documentaries, Crime TV Shows",An award-winning production that redefines storytelling in modern cinema.
s510,TV Show,Dark,,"Emma Stone, Viola Davis",India,"April 11, 2019",2011,R,6 Seasons,Stand-Up Comedy,An emotional journey that resonates with viewers around the world.
s511,TV Show,Squid Game: Season 5,,"Tom Hanks, Angelina Jolie, Ryan Gosling, Emma Stone",United States,"September 24, 2021",2021,TV-14,5 Seasons,Children & Family Movies,An award-winning production that redefines storytelling in modern cinema.
s512,TV Show,Never Have I Ever,Sofia Coppola,"Ryan Gosling, Emma Stone, Cate Blanchett, Viola Davis, Morgan Freeman",Brazil,"February 28, 2015",2010,TV-14,6 Seasons,"Documentaries, Horror Movies, Action & Adventure",A visually stunning piece that captivates with its unique perspective.
s513,Movie,Inception: Part 3,Spike Lee,"Denzel Washington, Viola Davis, Leonardo DiCaprio, Tom Hanks, Angelina Jolie",United States,"February 14, 2021",2013,TV-MA,98 min,Children & Family Movies,A visually stunning piece that captivates with its unique perspective.
s514,Movie,Chicago 7: Part 2,Guillermo del Toro,"Ryan Gosling, Morgan Freeman",Japan,"June 10, 2018",2014,TV-14,127 min,"Kids TV, Romantic Movies, Children & Family Movies",A thought-provoking narrative exploring themes of identity and redemption.
s515,Movie,Marriage Story,Denis Villeneuve,"Angelina Jolie, Emma Stone",United States,"March 15, 2015",2008,TV-14,77 min,"Horror Movies, Comedies",An award-winning production that redefines storytelling in modern cinema.
s516,Movie,The Old Guard,Guillermo del Toro,"Tom Hanks, Morgan Freeman, Viola Davis, Leonardo DiCaprio",United States,"October 27, 2021",2019,R,167 min,Anime Series,An award-winning production that redefines storytelling in modern cinema.
s517,TV Show,Outer Banks: Season 4,Denis Villeneuve,"Viola Davis, Scarlett Johansson, Ryan Gosling, Brad Pitt, Denzel Washington",United Kingdom,"July 11, 2021",2018,R,4 Seasons,"Dramas, Romantic Movies",A gripping tale that explores complex characters through unexpected twists.
s518,Movie,Bird Box: Part 2,Sofia Coppola,"Ryan Gosling, Leonardo DiCaprio, Cate Blanchett, Viola Davis",United States,"January 15, 2016",2004,TV-MA,96 min,Documentaries,An emotional journey that resonates with viewers around the world.
s519,TV Show,The Witcher: Season 2,Martin Scorsese,"Brad Pitt, Cate Blanchett, Denzel Washington, Tom Hanks, Ryan Gosling",France,"November 19, 2020",2020,TV-PG,2 Seasons,Romantic Movies,A visually stunning piece that captivates with its unique perspective.
s520,Movie,Extraction: Part 3,Sofia Coppola,"Emma Stone, Meryl Streep, Morgan Freeman",United States,"October 10, 2020",2019,PG-13,92 min,"Horror Movies, Stand-Up Comedy, Documentaries",A gripping tale that explores complex characters through unexpected twists.
s521,Movie,Saving Private Ryan: Part 3,Bong Joon-ho,"Viola Davis, Tom Hanks, Scarlett Johansson, Leonardo DiCaprio",United States,"February 23, 2016",2012,PG-13,133 min,Crime TV Shows,An emotional journey that resonates with viewers around the world.
s522,Movie,Gladiator,Denis Villeneuve,"Angelina Jolie, Brad Pitt, Leonardo DiCaprio",Japan,"October 3, 2021",2017,R,141 min,Children & Family Movies,A gripping tale that explores complex characters through unexpected twists.
s523,Movie,Shawshank Redemption,,"Viola Davis, Emma Stone, Tom Hanks, Scarlett Johansson",Canada,"May 14, 2021",2011,TV-MA,81 min,Kids TV,A gripping tale that explores complex characters through unexpected twists.
s524,Movie,The Irishman,Spike Lee,"Viola Davis, Ryan Gosling, Cate Blanchett, Brad Pitt, Denzel Washington",United States,"April 8, 2015",2013,TV-14,94 min,"Reality TV, Comedies, Romantic Movies",A visually stunning piece that captivates with its unique perspective.
s525,TV Show,Money Heist,Christopher Nolan,"Cate Blanchett, Angelina Jolie",India,"May 28, 2021",2019,R,2 Seasons,Reality TV,A gripping tale that explores complex characters through unexpected twists.
s526,TV Show,Sex Education: Season 2,Bong Joon-ho,"Denzel Washington, Cate Blanchett, Ryan Gosling, Brad Pitt, Scarlett Johansson",Mexico,"June 22, 2018",2013,PG-13,2 Seasons,"Kids TV, Anime Series, Dramas",An award-winning production that redefines storytelling in modern cinema.
